path,title,layer,type,audio_file,audio_script_chars,youtube_id,youtube_title,vimeo_id,vimeo_title,resource_links
"0.1.5.1","The Three Types of Stablecoins","core","lesson","","1433","8XX421H5NtU","","","",""
"0.1.5.2","Why Stablecoins Matter & Risk","core","lesson","","1477","","","","",""
"0.1.6","Staying Safe","section","section","","2488","","","","",""
"0.1.6.0","Scams & Phishing","core","lesson","","1490","vi4cPN_4VPc","Recommended video: Whiteboard Crypto — Seed Phrases, Private Keys & Addresses","","","FTC — Cryptocurrency and scam safety=https://consumer.ftc.gov/articles/what-know-about-cryptocurrency-scams ; CoinGecko — Master guide to crypto security=https://www.coingecko.com/learn/master-guide-to-crypto-security ; MetaMask — Basic safety and security=https://support.metamask.io/stay-safe/safety-in-web3/basic-safety-and-security-tips-for-metamask ; Recommended video — Whiteboard Crypto — Seed Phrases, Private Keys & Addresses=https://www.youtube.com/watch?v=vi4cPN_4VPc"
"0.1.6.1","Smart Contract Risk","core","lesson","","1550","EawgqVdUZCI","How (Not) To Get REKT — DeFi Hacks Explained — Finematics","","",""
"0.1.6.2","How to Evaluate a Protocol","core","lesson","","1503","","","","","Ethereum.org — DeFi security=https://ethereum.org/security/ ; MetaMask Learn — Security=https://learn.metamask.io/lessons/security-in-web3 ; FTC — What to know about cryptocurrency and scams=https://consumer.ftc.gov/articles/what-know-about-cryptocurrency-and-scams"
"0.1.7","Becoming a Researcher","section","section","","2327","","","","",""
"0.1.7.0","CoinGecko & DeFiLlama","core","lesson","","1435","","","","",""
"0.1.7.1","Etherscan & Tokenomics","core","lesson","","1534","","","","",""
"0.1.7.2","DYOR — Do Your Own Research","core","lesson","","1557","","","","",""
"0.1.8","The Bigger Picture","","section","","2262","","","","",""
"0.1.8.0","DAOs, RWA & Tokenization","core","lesson","","1572","Jt4Pog_nI3Y","","","",""
"0.1.9","Knowledge Check","mastery","lesson","audio/coach_0.1.9.mp3","606","","","","","Ethereum.org — Learn=https://ethereum.org/learn/ ; MetaMask Learn — Web3 101=https://learn.metamask.io/ ; CoinGecko Learn=https://www.coingecko.com/learn"
"0.2","Module 2 — Case Studies","section","section","","2364","t-3cET7YqMQ","Official RWANFTFI Presentations","","","RWANFTFI Official=https://rwanftfi.com/ ; RWANFTFI Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; Web Presentation — RWANFTFI=https://deck.rwanftfi.com/ ; RWANFTFI Platform / Referral=https://app.rwanftfi.com/?ref=RWANFT4U ; Official YouTube Channel=https://www.youtube.com/@viprwanft ; Official RWA Presentations Playlist=https://www.youtube.com/watch?v=t-3cET7YqMQ&list=PLa51CNSnWBThbn7S1y9AH5hRC_40-SUyz ; VERA — RWANFT Vimeo=https://vimeo.com/1174145756 ; CertiK Skynet=https://skynet.certik.com/projects/rwanftfi"
"0.2.0","What Is RWANFTFI?","section","section","","2335","","","","","RWANFTFI Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; RWANFTFI Official=https://rwanftfi.com/ ; Web Presentation — RWANFTFI=https://deck.rwanftfi.com/"
"0.2.0.0","The Ecosystem in 3 Minutes","core","lesson","audio/coach_0.2.0.0.mp3","1579","t-3cET7YqMQ","Official RWANFTFI Presentations","","","Official Whitepaper — Executive Summary=https://whitepaper.rwanftfi.com/en/executive-summary ; Official Web Presentation=https://deck.rwanftfi.com/ ; Official RWA Presentations Playlist=https://www.youtube.com/watch?v=t-3cET7YqMQ&list=PLa51CNSnWBThbn7S1y9AH5hRC_40-SUyz"
"0.2.0.1","How the Pieces Connect","core","section","audio/coach_0.2.0.1.mp3","1464","","","","","Official Website=https://rwanftfi.com/ ; Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; Official Presentation=https://deck.rwanftfi.com/"
"0.2.0.1.0","NFTs as Access Keys & Business Assets","deep-dive","lesson","","738","","","","","NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem ; Legal=https://whitepaper.rwanftfi.com/en/legal"
"0.2.0.1.1","Project Vision & Value Proposition","deep-dive","lesson","","677","","","","","Executive Summary=https://whitepaper.rwanftfi.com/en/executive-summary ; Web Presentation=https://deck.rwanftfi.com/"
"0.2.1","Your NFT Membership","section","section","","2359","","","","","RWANFTFI Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; RWANFTFI Official=https://rwanftfi.com/ ; Web Presentation — RWANFTFI=https://deck.rwanftfi.com/"
"0.2.1.0","Your NFT Is the Access Key","core","section","audio/coach_0.2.1.0.mp3","1581","","","","","Whitepaper — NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem ; Official Platform / NFT Selection=https://app.rwanftfi.com/?ref=RWANFT4U ; Web Presentation — RWANFTFI=https://deck.rwanftfi.com/"
"0.2.1.0.0","What Is an RWANFT?","deep-dive","lesson","","601","","","","","NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem ; Official NFT Selection=https://app.rwanftfi.com/?ref=RWANFT4U"
"0.2.1.0.1","NFT Metadata","deep-dive","lesson","","572","","","","","Contract Architecture=https://whitepaper.rwanftfi.com/en/architecture ; NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem"
"0.2.1.0.2","How Membership Access Works","deep-dive","lesson","","545","","","","","NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem ; Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U"
"0.2.1.0.3","Membership Benefits","deep-dive","lesson","","560","","","","","NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.1.0.4","Platform Access","deep-dive","lesson","","403","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U"
"0.2.1.1","Tiers, Income Limits & Renewal","core","section","audio/coach_0.2.1.1.mp3","1461","","","","","Whitepaper — NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem ; Official Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.1.1.0","NFT Levels & Tiers","deep-dive","lesson","","630","","","","","NFT Ecosystem — Tier Table=https://whitepaper.rwanftfi.com/en/nft-ecosystem ; Official Platform Tiers=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Site=https://rwanftfi.com/"
"0.2.1.1.1","Income Limits & Renewal","deep-dive","lesson","","619","","","","","NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem"
"0.2.1.1.2","Autobuy 3/3 & Elite Renewal","deep-dive","lesson","","613","","","","","NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.1.1.3","Frozen Balance — 72-Hour Protection","deep-dive","lesson","","708","","","","","Frozen Balance=https://whitepaper.rwanftfi.com/en/frozen-balance"
"0.2.1.1.4","Gift NFTs, Vouchers & Special Editions","deep-dive","lesson","","591","","","","","NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.2","DA Financial Engine","section","section","","2287","","","","","RWANFTFI Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; RWANFTFI Official=https://rwanftfi.com/ ; Web Presentation — RWANFTFI=https://deck.rwanftfi.com/"
"0.2.2.0","DA in One Picture","core","section","audio/coach_0.2.2.0.mp3","1551","","","","","Whitepaper — DA Token Mechanics=https://whitepaper.rwanftfi.com/en/da-token-mechanics ; Official Presentation=https://deck.rwanftfi.com/"
"0.2.2.0.0","Deflationary Asset (DA)","deep-dive","lesson","","681","","","","","DA Token Mechanics=https://whitepaper.rwanftfi.com/en/da-token-mechanics ; Executive Summary=https://whitepaper.rwanftfi.com/en/executive-summary ; Web Presentation=https://deck.rwanftfi.com/"
"0.2.2.0.1","DA Token Supply & Backing","deep-dive","lesson","","837","","","","","DA Token Mechanics=https://whitepaper.rwanftfi.com/en/da-token-mechanics ; Web Presentation=https://deck.rwanftfi.com/"
"0.2.2.0.2","How DA Protocol Pricing Works","deep-dive","lesson","","690","","","","","DA Token Mechanics=https://whitepaper.rwanftfi.com/en/da-token-mechanics ; DA Lending=https://whitepaper.rwanftfi.com/en/da-lending ; Web Presentation=https://deck.rwanftfi.com/"
"0.2.2.1","Mining, Farming & Staking","core","section","audio/coach_0.2.2.1.mp3","1643","","","","","Whitepaper — DA Mining & Farming=https://whitepaper.rwanftfi.com/en/da-mining-farming ; Official Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.2.1.0","NFTM Mining","deep-dive","lesson","","622","","","","","DA Mining & Farming=https://whitepaper.rwanftfi.com/en/da-mining-farming ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap ; Official RWA Presentations=https://www.youtube.com/watch?v=t-3cET7YqMQ&list=PLa51CNSnWBThbn7S1y9AH5hRC_40-SUyz"
"0.2.2.1.1","DA Farming & Staking","deep-dive","lesson","","702","","","","","DA Mining & Farming=https://whitepaper.rwanftfi.com/en/da-mining-farming ; DA Mechanics=https://whitepaper.rwanftfi.com/en/da-token-mechanics"
"0.2.2.1.2","DA Mining Fundamentals","deep-dive","lesson","","443","","","","","DA Mining & Farming=https://whitepaper.rwanftfi.com/en/da-mining-farming ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.2.1.3","DA Staking Fundamentals","deep-dive","lesson","","502","","","","","DA Mining & Farming=https://whitepaper.rwanftfi.com/en/da-mining-farming"
"0.2.2.2","Lending & Protocol Pricing","core","section","audio/coach_0.2.2.2.mp3","1648","","","","","Whitepaper — DA Lending=https://whitepaper.rwanftfi.com/en/da-lending ; Official Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.2.2.0","Lending Protocols","deep-dive","lesson","","613","","","","","DA Lending=https://whitepaper.rwanftfi.com/en/da-lending ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.2.2.1","Lending Basics","deep-dive","lesson","","461","","","","","DA Lending=https://whitepaper.rwanftfi.com/en/da-lending ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.2.2.2","Financial Product Access","deep-dive","lesson","","546","","","","","Roadmap=https://whitepaper.rwanftfi.com/en/roadmap ; Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U"
"0.2.3","Using the Platform","section","section","","2375","","","","","RWANFTFI Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; RWANFTFI Official=https://rwanftfi.com/ ; Web Presentation — RWANFTFI=https://deck.rwanftfi.com/"
"0.2.3.0","Connect, Fund & Activate","core","section","audio/coach_0.2.3.0.mp3","1557","","","","","Official Platform / Referral=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.0.0","Connecting Your Wallet","deep-dive","lesson","","540","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Site=https://rwanftfi.com/"
"0.2.3.0.1","Buying Your First NFT","deep-dive","lesson","","624","","","","","NFT Ecosystem=https://whitepaper.rwanftfi.com/en/nft-ecosystem ; Official NFT Selection=https://app.rwanftfi.com/?ref=RWANFT4U"
"0.2.3.0.2","Onboarding Steps","deep-dive","lesson","","551","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Site=https://rwanftfi.com/"
"0.2.3.0.3","Accessing the Platform","deep-dive","lesson","","515","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U"
"0.2.3.0.4","Platform Access Flow","deep-dive","lesson","","671","","","","","Official Platform / Referral=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Site=https://rwanftfi.com/"
"0.2.3.1","Dashboard Guided Tour","core","section","audio/coach_0.2.3.1.mp3","1673","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U"
"0.2.3.1.0","My NFTs","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.1","My Marketing","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.2","My Finances","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.3","My Profile","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.4","Marketplace","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.5","RWA & FIN Pro","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.6","Promotions","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.7","News","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.8","DAO","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.9","Bridge","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.10","AML Checker","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.11","DA Token","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.12","Messages","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.13","Product Onboarding","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.14","Resources","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.1.15","FAQ & Support","deep-dive","lesson","","0","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Official Website=https://rwanftfi.com/"
"0.2.3.2","Network, Gas & Cross-Chain Access","core","section","audio/coach_0.2.3.2.mp3","1631","","","","","Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U ; Whitepaper — Architecture=https://whitepaper.rwanftfi.com/en/architecture ; Official Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.3.2.0","Binance Smart Chain (BSC)","deep-dive","lesson","","627","","","","","Contract Architecture=https://whitepaper.rwanftfi.com/en/architecture ; Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U"
"0.2.3.2.1","BEP20 Standard","deep-dive","lesson","","560","","","","","Contract Architecture=https://whitepaper.rwanftfi.com/en/architecture"
"0.2.3.2.2","Cross-Chain Deposit Service","deep-dive","lesson","","722","","","","","Roadmap=https://whitepaper.rwanftfi.com/en/roadmap ; Official Platform=https://app.rwanftfi.com/?ref=RWANFT4U"
"0.2.3.3","FinFlow — Daily USDT Rewards","deep-dive","lesson","audio/coach_0.2.3.3.mp3","1665","","","","","FinFlow — Official Presentation=https://finflow-rwa-nftfi.netlify.app/ ; FinPro Dashboard (RWA & FIN Pro)=https://rwafinpro.com/?lang=en"
"0.2.4","Safety, Transparency & Governance","section","section","","2369","","","","","RWANFTFI Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; RWANFTFI Official=https://rwanftfi.com/ ; Web Presentation — RWANFTFI=https://deck.rwanftfi.com/"
"0.2.4.0","Security Before Yield","core","section","audio/coach_0.2.4.0.mp3","1597","","","","","Whitepaper — Security=https://whitepaper.rwanftfi.com/en/security ; CertiK Skynet=https://skynet.certik.com/projects/rwanftfi"
"0.2.4.0.0","Security Architecture & Roles","deep-dive","lesson","","562","","","","","Security=https://whitepaper.rwanftfi.com/en/security ; Contract Architecture=https://whitepaper.rwanftfi.com/en/architecture ; CertiK=https://skynet.certik.com/projects/rwanftfi"
"0.2.4.0.1","CertiK Audit Reference","deep-dive","lesson","","673","","","","","CertiK Skynet — RWANFTFI=https://skynet.certik.com/projects/rwanftfi ; Security=https://whitepaper.rwanftfi.com/en/security ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.4.1","Transparency & DAO Governance","core","section","audio/coach_0.2.4.1.mp3","1734","","","","","Whitepaper — Governance=https://whitepaper.rwanftfi.com/en/governance ; Whitepaper — Security=https://whitepaper.rwanftfi.com/en/security ; CertiK Skynet=https://skynet.certik.com/projects/rwanftfi"
"0.2.4.1.0","100% Transparency Positioning","deep-dive","lesson","","616","","","","","Contract Architecture=https://whitepaper.rwanftfi.com/en/architecture ; Security=https://whitepaper.rwanftfi.com/en/security ; CertiK Skynet=https://skynet.certik.com/projects/rwanftfi"
"0.2.4.1.1","Collective Voting Mechanism","deep-dive","lesson","","567","","","","","Governance=https://whitepaper.rwanftfi.com/en/governance ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.4.2","What This Does NOT Mean","core","lesson","audio/coach_0.2.4.2.mp3","1682","","","","","Official Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; Official Roadmap=https://whitepaper.rwanftfi.com/en/roadmap ; CertiK Skynet=https://skynet.certik.com/projects/rwanftfi"
"0.2.5","Optional Partner & Team Path","section","section","","2373","","","","","RWANFTFI Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; RWANFTFI Official=https://rwanftfi.com/ ; Web Presentation — RWANFTFI=https://deck.rwanftfi.com/"
"0.2.5.0","Optional Partner Path Overview","core","section","audio/coach_0.2.5.0.mp3","1606","","","","","Whitepaper — Marketing Rewards=https://whitepaper.rwanftfi.com/en/marketing-rewards ; Whitepaper — Marketing Tree=https://whitepaper.rwanftfi.com/en/marketing-binary-tree"
"0.2.5.0.0","Marketing Access","deep-dive","lesson","","671","","","","","Marketing Tree=https://whitepaper.rwanftfi.com/en/marketing-binary-tree ; Marketing Rewards=https://whitepaper.rwanftfi.com/en/marketing-rewards"
"0.2.5.1","Direct Sponsor Rewards","core","section","audio/coach_0.2.5.1.mp3","1581","","","","","Whitepaper — Marketing Rewards=https://whitepaper.rwanftfi.com/en/marketing-rewards ; Official Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.5.1.0","Referral Bonuses","deep-dive","lesson","","564","","","","","Marketing Rewards=https://whitepaper.rwanftfi.com/en/marketing-rewards ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
